id,ts,operator_id,shift_id,ear_avg,perclos_60s,yawn_count,head_down_events,phone_detected,fatigue_score,fatigue_level
145,2026-06-01T02:54:00Z,OP05,SH-2026-06-01-M06-D,0.299,0.059,0,0,false,0.124,low
146,2026-06-01T02:55:00Z,OP05,SH-2026-06-01-M06-D,0.287,0.077,0,0,false,0.152,low
147,2026-06-01T02:56:00Z,OP05,SH-2026-06-01-M06-D,0.293,0.081,0,0,false,0.157,low
148,2026-06-01T02:57:00Z,OP05,SH-2026-06-01-M06-D,0.298,0.073,0,0,false,0.146,low
149,2026-06-01T02:58:00Z,OP05,SH-2026-06-01-M06-D,0.26,0.081,0,0,false,0.159,low
150,2026-06-01T02:59:00Z,OP05,SH-2026-06-01-M06-D,0.287,0.087,0,0,false,0.168,low
151,2026-06-01T03:00:00Z,OP05,SH-2026-06-01-M06-D,0.316,0.047,0,0,false,0.108,low
152,2026-06-01T03:01:00Z,OP05,SH-2026-06-01-M06-D,0.291,0.072,0,0,false,0.145,low
153,2026-06-01T03:02:00Z,OP05,SH-2026-06-01-M06-D,0.281,0.059,0,0,false,0.126,low
154,2026-06-01T03:03:00Z,OP05,SH-2026-06-01-M06-D,0.282,0.058,0,0,false,0.125,low
155,2026-06-01T03:04:00Z,OP05,SH-2026-06-01-M06-D,0.308,0.07,0,0,false,0.144,low
156,2026-06-01T03:05:00Z,OP05,SH-2026-06-01-M06-D,0.282,0.069,0,0,false,0.143,low
157,2026-06-01T03:06:00Z,OP05,SH-2026-06-01-M06-D,0.288,0.07,0,0,false,0.144,low
158,2026-06-01T03:07:00Z,OP05,SH-2026-06-01-M06-D,0.277,0.084,0,0,false,0.165,low
159,2026-06-01T03:08:00Z,OP05,SH-2026-06-01-M06-D,0.284,0.058,0,0,false,0.126,low
160,2026-06-01T03:09:00Z,OP05,SH-2026-06-01-M06-D,0.26,0.09,0,0,false,0.175,low
161,2026-06-01T03:10:00Z,OP05,SH-2026-06-01-M06-D,0.292,0.067,0,0,false,0.141,low
162,2026-06-01T03:11:00Z,OP05,SH-2026-06-01-M06-D,0.291,0.075,0,0,false,0.153,low
163,2026-06-01T03:12:00Z,OP05,SH-2026-06-01-M06-D,0.294,0.065,0,0,false,0.138,low
164,2026-06-01T03:13:00Z,OP05,SH-2026-06-01-M06-D,0.304,0.082,0,0,false,0.164,low
165,2026-06-01T03:14:00Z,OP05,SH-2026-06-01-M06-D,0.276,0.09,0,0,false,0.176,low
166,2026-06-01T03:15:00Z,OP05,SH-2026-06-01-M06-D,0.286,0.055,0,0,false,0.123,low
167,2026-06-01T03:16:00Z,OP05,SH-2026-06-01-M06-D,0.284,0.09,0,0,false,0.177,low
168,2026-06-01T03:17:00Z,OP05,SH-2026-06-01-M06-D,0.296,0.062,0,0,false,0.135,low
169,2026-06-01T03:18:00Z,OP05,SH-2026-06-01-M06-D,0.29,0.075,0,0,false,0.154,low
170,2026-06-01T03:19:00Z,OP05,SH-2026-06-01-M06-D,0.282,0.083,0,0,false,0.166,low
171,2026-06-01T03:20:00Z,OP05,SH-2026-06-01-M06-D,0.278,0.074,0,0,false,0.153,low
172,2026-06-01T03:21:00Z,OP05,SH-2026-06-01-M06-D,0.285,0.086,0,0,false,0.171,low
173,2026-06-01T03:22:00Z,OP05,SH-2026-06-01-M06-D,0.3,0.09,0,0,false,0.178,low
174,2026-06-01T03:23:00Z,OP05,SH-2026-06-01-M06-D,0.292,0.055,0,0,false,0.125,low
175,2026-06-01T03:24:00Z,OP05,SH-2026-06-01-M06-D,0.281,0.07,0,0,false,0.149,low
176,2026-06-01T03:25:00Z,OP05,SH-2026-06-01-M06-D,0.29,0.09,0,0,false,0.179,low
177,2026-06-01T03:26:00Z,OP05,SH-2026-06-01-M06-D,0.311,0.066,0,0,false,0.144,low
178,2026-06-01T03:27:00Z,OP05,SH-2026-06-01-M06-D,0.302,0.058,0,0,false,0.132,low
179,2026-06-01T03:28:00Z,OP05,SH-2026-06-01-M06-D,0.288,0.096,0,0,false,0.188,low
180,2026-06-01T03:29:00Z,OP05,SH-2026-06-01-M06-D,0.297,0.077,0,0,false,0.16,low
181,2026-06-01T03:30:00Z,OP05,SH-2026-06-01-M06-D,0.283,0.062,0,0,false,0.138,low
182,2026-06-01T03:31:00Z,OP05,SH-2026-06-01-M06-D,0.274,0.068,0,0,false,0.148,low
183,2026-06-01T03:32:00Z,OP05,SH-2026-06-01-M06-D,0.268,0.065,0,0,false,0.143,low
184,2026-06-01T03:33:00Z,OP05,SH-2026-06-01-M06-D,0.298,0.093,0,0,false,0.185,low
185,2026-06-01T03:34:00Z,OP05,SH-2026-06-01-M06-D,0.284,0.075,0,0,false,0.158,low
186,2026-06-01T03:35:00Z,OP05,SH-2026-06-01-M06-D,0.291,0.091,0,0,false,0.182,low
187,2026-06-01T03:36:00Z,OP05,SH-2026-06-01-M06-D,0.316,0.079,0,0,false,0.165,low
188,2026-06-01T03:37:00Z,OP05,SH-2026-06-01-M06-D,0.275,0.078,0,0,false,0.164,low
189,2026-06-01T03:38:00Z,OP05,SH-2026-06-01-M06-D,0.3,0.112,0,0,false,0.215,low
190,2026-06-01T03:39:00Z,OP05,SH-2026-06-01-M06-D,0.279,0.094,0,0,false,0.188,low
191,2026-06-01T03:40:00Z,OP05,SH-2026-06-01-M06-D,0.286,0.074,0,0,false,0.158,low
192,2026-06-01T03:41:00Z,OP05,SH-2026-06-01-M06-D,0.297,0.048,0,0,false,0.12,low
193,2026-06-01T03:42:00Z,OP05,SH-2026-06-01-M06-D,0.276,0.081,0,0,false,0.169,low
194,2026-06-01T03:43:00Z,OP05,SH-2026-06-01-M06-D,0.294,0.084,0,0,false,0.175,low
195,2026-06-01T03:44:00Z,OP05,SH-2026-06-01-M06-D,0.284,0.076,0,0,false,0.163,low
196,2026-06-01T03:45:00Z,OP05,SH-2026-06-01-M06-D,0.285,0.102,0,0,false,0.202,low
197,2026-06-01T03:46:00Z,OP05,SH-2026-06-01-M06-D,0.288,0.072,0,0,false,0.157,low
198,2026-06-01T03:47:00Z,OP05,SH-2026-06-01-M06-D,0.295,0.089,0,0,false,0.183,low
199,2026-06-01T03:48:00Z,OP05,SH-2026-06-01-M06-D,0.293,0.074,0,0,false,0.161,low
200,2026-06-01T03:49:00Z,OP05,SH-2026-06-01-M06-D,0.286,0.077,0,0,false,0.166,low
201,2026-06-01T03:50:00Z,OP05,SH-2026-06-01-M06-D,0.294,0.078,0,0,false,0.168,low
202,2026-06-01T03:51:00Z,OP05,SH-2026-06-01-M06-D,0.275,0.09,0,0,false,0.185,low
203,2026-06-01T03:52:00Z,OP05,SH-2026-06-01-M06-D,0.286,0.072,0,0,false,0.158,low
204,2026-06-01T03:53:00Z,OP05,SH-2026-06-01-M06-D,0.287,0.078,0,0,false,0.167,low
205,2026-06-01T03:54:00Z,OP05,SH-2026-06-01-M06-D,0.286,0.089,0,0,false,0.184,low
206,2026-06-01T03:55:00Z,OP05,SH-2026-06-01-M06-D,0.299,0.081,0,0,false,0.173,low
207,2026-06-01T03:56:00Z,OP05,SH-2026-06-01-M06-D,0.291,0.093,0,0,false,0.192,low
208,2026-06-01T03:57:00Z,OP05,SH-2026-06-01-M06-D,0.29,0.065,0,0,false,0.149,low
209,2026-06-01T03:58:00Z,OP05,SH-2026-06-01-M06-D,0.279,0.106,0,0,false,0.211,low
210,2026-06-01T03:59:00Z,OP05,SH-2026-06-01-M06-D,0.285,0.091,0,0,false,0.189,low
211,2026-06-01T04:00:00Z,OP05,SH-2026-06-01-M06-D,0.304,0.081,0,0,false,0.173,low
212,2026-06-01T04:01:00Z,OP05,SH-2026-06-01-M06-D,0.304,0.071,0,0,false,0.16,low
213,2026-06-01T04:02:00Z,OP05,SH-2026-06-01-M06-D,0.282,0.077,0,0,false,0.169,low
214,2026-06-01T04:03:00Z,OP05,SH-2026-06-01-M06-D,0.305,0.077,0,0,false,0.169,low
215,2026-06-01T04:04:00Z,OP05,SH-2026-06-01-M06-D,0.289,0.069,0,0,false,0.158,low
216,2026-06-01T04:05:00Z,OP05,SH-2026-06-01-M06-D,0.267,0.097,0,0,false,0.199,low
217,2026-06-01T04:06:00Z,OP05,SH-2026-06-01-M06-D,0.292,0.075,0,0,false,0.167,low
218,2026-06-01T04:07:00Z,OP05,SH-2026-06-01-M06-D,0.291,0.088,0,0,false,0.187,low
219,2026-06-01T04:08:00Z,OP05,SH-2026-06-01-M06-D,0.296,0.052,0,0,false,0.133,low
220,2026-06-01T04:09:00Z,OP05,SH-2026-06-01-M06-D,0.291,0.089,0,0,false,0.188,low
221,2026-06-01T04:10:00Z,OP05,SH-2026-06-01-M06-D,0.294,0.071,0,0,false,0.161,low
222,2026-06-01T04:11:00Z,OP05,SH-2026-06-01-M06-D,0.31,0.071,0,0,false,0.161,low
223,2026-06-01T04:12:00Z,OP05,SH-2026-06-01-M06-D,0.268,0.083,0,0,false,0.18,low
224,2026-06-01T04:13:00Z,OP05,SH-2026-06-01-M06-D,0.302,0.072,0,0,false,0.164,low
225,2026-06-01T04:14:00Z,OP05,SH-2026-06-01-M06-D,0.299,0.098,0,0,false,0.204,low
226,2026-06-01T04:15:00Z,OP05,SH-2026-06-01-M06-D,0.279,0.117,0,0,false,0.232,low
227,2026-06-01T04:16:00Z,OP05,SH-2026-06-01-M06-D,0.299,0.084,0,0,false,0.182,low
228,2026-06-01T04:17:00Z,OP05,SH-2026-06-01-M06-D,0.283,0.107,0,0,false,0.217,low
229,2026-06-01T04:18:00Z,OP05,SH-2026-06-01-M06-D,0.285,0.088,0,0,false,0.189,low
230,2026-06-01T04:19:00Z,OP05,SH-2026-06-01-M06-D,0.274,0.106,0,0,false,0.217,low
231,2026-06-01T04:20:00Z,OP05,SH-2026-06-01-M06-D,0.309,0.083,0,0,false,0.182,low
232,2026-06-01T04:21:00Z,OP05,SH-2026-06-01-M06-D,0.297,0.089,0,0,false,0.191,low
233,2026-06-01T04:22:00Z,OP05,SH-2026-06-01-M06-D,0.286,0.054,0,0,false,0.139,low
234,2026-06-01T04:23:00Z,OP05,SH-2026-06-01-M06-D,0.275,0.09,0,0,false,0.194,low
235,2026-06-01T04:24:00Z,OP05,SH-2026-06-01-M06-D,0.284,0.102,0,0,false,0.212,low
236,2026-06-01T04:25:00Z,OP05,SH-2026-06-01-M06-D,0.282,0.098,0,0,false,0.206,low
237,2026-06-01T04:26:00Z,OP05,SH-2026-06-01-M06-D,0.297,0.097,0,0,false,0.204,low
238,2026-06-01T04:27:00Z,OP05,SH-2026-06-01-M06-D,0.29,0.091,0,0,false,0.196,low
239,2026-06-01T04:28:00Z,OP05,SH-2026-06-01-M06-D,0.286,0.124,0,0,false,0.245,low
240,2026-06-01T04:29:00Z,OP05,SH-2026-06-01-M06-D,0.28,0.103,0,0,false,0.214,low
241,2026-06-01T04:30:00Z,OP05,SH-2026-06-01-M06-D,0.295,0.064,0,0,false,0.155,low
242,2026-06-01T04:31:00Z,OP05,SH-2026-06-01-M06-D,0.303,0.07,0,0,false,0.165,low
243,2026-06-01T04:32:00Z,OP05,SH-2026-06-01-M06-D,0.286,0.101,0,0,false,0.212,low
244,2026-06-01T04:33:00Z,OP05,SH-2026-06-01-M06-D,0.294,0.076,0,0,false,0.174,low
245,2026-06-01T04:34:00Z,OP05,SH-2026-06-01-M06-D,0.289,0.087,0,0,false,0.192,low
246,2026-06-01T04:35:00Z,OP05,SH-2026-06-01-M06-D,0.295,0.07,0,0,false,0.166,low
247,2026-06-01T04:36:00Z,OP05,SH-2026-06-01-M06-D,0.271,0.096,0,0,false,0.205,low
