id,ts,machine_id,operator_id,shift_id,engine_rpm,engine_load_pct,coolant_temp_c,engine_oil_temp_c,oil_pressure_kpa,hydraulic_pressure_bar,hydraulic_oil_temp_c,fuel_rate_lph,fuel_level_pct,battery_voltage,vibration_rms_g,ground_speed_kmh,pitch_deg,roll_deg,gps_lat,gps_lon,seatbelt_fastened,is_idle,fault_code,anomaly_label,anomaly_type
11,2026-06-01T00:40:00Z,M01,OP06,SH-2026-06-01-M01-D,811.1,3.6,84.59,85.41,182.0,32.6,46.99,2.43,90.17,27.0,0.175,0.0,-0.05,-0.07,12.9182,79.130757,true,true,,false,
12,2026-06-01T00:41:00Z,M01,OP06,SH-2026-06-01-M01-D,809.1,2.85,84.44,85.74,184.5,28.6,46.89,1.99,90.16,26.91,0.187,0.0,-0.14,-0.16,12.9182,79.130757,true,true,,false,
13,2026-06-01T00:42:00Z,M01,OP06,SH-2026-06-01-M01-D,788.4,4.24,84.44,85.97,176.3,27.4,46.78,1.97,90.15,26.88,0.167,0.0,0.31,0.19,12.9182,79.130757,true,true,,false,
14,2026-06-01T00:43:00Z,M01,OP06,SH-2026-06-01-M01-D,799.2,4.33,84.4,86.17,176.3,27.3,46.83,1.78,90.14,26.88,0.177,0.0,-0.06,-0.14,12.9182,79.130757,true,true,,false,
15,2026-06-01T00:44:00Z,M01,OP06,SH-2026-06-01-M01-D,1354.4,34.83,84.88,88.12,265.7,115.9,47.14,10.76,90.13,27.23,0.432,1.4,-2.07,-0.49,12.918086,79.130934,true,false,,false,
16,2026-06-01T00:45:00Z,M01,OP06,SH-2026-06-01-M01-D,1529.9,43.22,85.71,90.11,289.2,245.3,47.59,13.14,90.08,27.31,0.541,1.57,-0.07,-3.08,12.917972,79.13114,true,false,,false,
17,2026-06-01T00:46:00Z,M01,OP06,SH-2026-06-01-M01-D,1582.2,44.71,86.56,91.92,290.5,202.5,48.08,14.26,90.01,27.35,0.569,1.45,0.53,-3.2,12.917935,79.131354,true,false,,false,
18,2026-06-01T00:47:00Z,M01,OP06,SH-2026-06-01-M01-D,1582.1,47.3,87.14,93.53,290.0,234.5,48.59,14.69,89.95,27.35,0.593,1.29,-0.9,-1.29,12.917825,79.131513,true,false,,false,
19,2026-06-01T00:48:00Z,M01,OP06,SH-2026-06-01-M01-D,1602.0,48.53,87.61,94.9,295.2,239.2,48.93,14.35,89.87,27.31,0.61,0.97,-1.27,0.54,12.917755,79.13164,true,false,,false,
20,2026-06-01T00:49:00Z,M01,OP06,SH-2026-06-01-M01-D,1601.6,52.56,88.05,96.46,297.3,243.3,49.53,14.98,89.81,27.26,0.627,1.6,0.1,0.06,12.917654,79.131858,true,false,,false,
21,2026-06-01T00:50:00Z,M01,OP06,SH-2026-06-01-M01-D,1635.7,51.03,88.81,96.96,284.3,255.2,49.92,14.99,89.73,27.39,0.623,1.79,-2.0,1.41,12.917678,79.132126,true,false,,false,
22,2026-06-01T00:51:00Z,M01,OP06,SH-2026-06-01-M01-D,1659.8,53.75,89.29,97.54,289.4,237.8,50.29,14.53,89.66,27.45,0.672,1.53,-2.19,-0.64,12.917709,79.132354,true,false,,false,
23,2026-06-01T00:52:00Z,M01,OP06,SH-2026-06-01-M01-D,1665.4,59.06,90.02,98.53,286.3,200.7,50.9,14.1,89.59,27.54,0.707,0.98,-2.13,-0.48,12.917696,79.132208,true,false,,false,
24,2026-06-01T00:53:00Z,M01,OP06,SH-2026-06-01-M01-D,1660.1,59.37,90.76,99.66,283.5,185.9,51.45,14.66,89.52,27.53,0.676,1.1,1.54,-1.52,12.917763,79.132057,true,false,,false,
25,2026-06-01T00:54:00Z,M01,OP06,SH-2026-06-01-M01-D,1659.1,63.94,91.29,100.73,286.4,236.5,51.98,14.2,89.45,27.47,0.692,1.35,-0.0,0.03,12.917852,79.131876,true,false,,false,
26,2026-06-01T00:55:00Z,M01,OP06,SH-2026-06-01-M01-D,1658.3,59.9,91.58,100.89,282.8,260.4,52.56,14.26,89.38,27.41,0.68,1.98,-2.5,0.24,12.918062,79.131666,true,false,,false,
27,2026-06-01T00:56:00Z,M01,OP06,SH-2026-06-01-M01-D,1652.9,60.23,91.84,101.21,279.4,187.4,53.0,14.09,89.31,27.41,0.687,2.62,-2.75,0.01,12.91838,79.131435,true,false,,false,
28,2026-06-01T00:57:00Z,M01,OP06,SH-2026-06-01-M01-D,1611.2,60.53,92.07,101.6,296.4,191.2,53.39,13.98,89.25,27.5,0.656,1.92,-1.19,0.14,12.91853,79.131188,true,false,,false,
29,2026-06-01T00:58:00Z,M01,OP06,SH-2026-06-01-M01-D,1634.0,62.12,92.29,101.49,305.3,179.0,54.03,14.3,89.18,27.5,0.65,2.14,-0.23,0.03,12.918744,79.130949,true,false,,false,
30,2026-06-01T00:59:00Z,M01,OP06,SH-2026-06-01-M01-D,1675.1,62.37,92.41,101.52,308.6,214.3,54.48,14.46,89.11,27.58,0.68,1.11,0.03,1.01,12.918845,79.130816,true,false,,false,
31,2026-06-01T01:00:00Z,M01,OP06,SH-2026-06-01-M01-D,1707.8,58.68,92.48,101.77,304.9,199.0,54.94,14.0,89.04,27.5,0.702,0.78,1.03,0.21,12.918869,79.130701,true,false,,false,
32,2026-06-01T01:01:00Z,M01,OP06,SH-2026-06-01-M01-D,1741.4,57.92,92.51,101.8,315.6,195.4,55.23,13.96,88.97,27.45,0.646,1.41,1.26,0.42,12.918992,79.130529,true,false,,false,
33,2026-06-01T01:02:00Z,M01,OP06,SH-2026-06-01-M01-D,1739.2,59.29,92.49,101.26,304.2,198.8,55.63,13.88,88.9,27.38,0.656,0.89,2.41,-1.8,12.919069,79.13042,true,false,,false,
34,2026-06-01T01:03:00Z,M01,OP06,SH-2026-06-01-M01-D,1733.9,61.36,92.46,100.81,309.0,199.6,56.0,14.12,88.84,27.48,0.629,1.06,1.94,-1.25,12.919173,79.130299,true,false,,false,
35,2026-06-01T01:04:00Z,M01,OP06,SH-2026-06-01-M01-D,1697.5,60.34,92.59,100.15,317.0,143.1,56.3,14.55,88.77,27.49,0.608,1.43,1.86,0.14,12.919319,79.130142,true,false,,false,
36,2026-06-01T01:05:00Z,M01,OP06,SH-2026-06-01-M01-D,1688.0,62.57,92.31,99.69,299.6,221.4,56.75,14.77,88.7,27.48,0.626,1.31,-1.55,1.6,12.919493,79.13005,true,false,,false,
37,2026-06-01T01:06:00Z,M01,OP06,SH-2026-06-01-M01-D,1669.1,64.64,92.24,99.63,299.8,222.6,57.19,15.1,88.63,27.54,0.6,2.44,-0.19,-0.22,12.919858,79.130017,true,false,,false,
38,2026-06-01T01:07:00Z,M01,OP06,SH-2026-06-01-M01-D,1677.5,65.17,91.94,99.99,299.6,259.9,57.66,15.72,88.55,27.59,0.562,1.19,-0.16,0.62,12.920035,79.129991,true,false,,false,
39,2026-06-01T01:08:00Z,M01,OP06,SH-2026-06-01-M01-D,1698.7,66.28,91.47,100.0,310.5,214.7,58.15,16.25,88.48,27.56,0.537,1.31,1.53,0.72,12.920231,79.129988,true,false,,false,
40,2026-06-01T01:09:00Z,M01,OP06,SH-2026-06-01-M01-D,1695.3,64.06,91.38,100.11,321.2,201.1,58.55,16.3,88.4,27.41,0.536,1.53,0.36,0.56,12.920461,79.13,true,false,,false,
41,2026-06-01T01:10:00Z,M01,OP06,SH-2026-06-01-M01-D,1664.5,61.95,90.98,100.01,324.5,188.9,58.81,15.94,88.32,27.36,0.58,1.69,0.62,1.89,12.920702,79.12992,true,false,,false,
42,2026-06-01T01:11:00Z,M01,OP06,SH-2026-06-01-M01-D,1595.1,65.64,90.88,99.93,342.0,162.6,59.08,15.64,88.24,27.27,0.539,1.38,-0.66,1.04,12.920909,79.129913,true,false,,false,
43,2026-06-01T01:12:00Z,M01,OP06,SH-2026-06-01-M01-D,1021.3,27.21,89.72,98.1,232.4,69.6,58.79,6.3,88.17,27.15,0.263,0.0,-0.35,1.03,12.920909,79.129913,true,true,,false,
44,2026-06-01T01:13:00Z,M01,OP06,SH-2026-06-01-M01-D,881.4,16.61,88.4,96.6,190.7,39.9,58.58,3.81,88.14,27.05,0.189,0.0,0.2,0.94,12.920909,79.129913,true,true,,false,
45,2026-06-01T01:14:00Z,M01,OP06,SH-2026-06-01-M01-D,1377.4,52.8,88.25,97.14,279.5,164.1,58.78,12.54,88.12,27.47,0.445,1.6,0.2,0.29,12.921148,79.129943,true,false,,false,
46,2026-06-01T01:15:00Z,M01,OP06,SH-2026-06-01-M01-D,1548.6,64.36,88.19,97.6,305.7,178.4,59.22,14.93,88.06,27.54,0.53,1.82,0.48,0.18,12.921421,79.129943,true,false,,false,
47,2026-06-01T01:16:00Z,M01,OP06,SH-2026-06-01-M01-D,1617.9,69.83,88.42,97.87,333.5,223.9,59.4,15.75,87.99,27.68,0.569,1.58,-0.12,0.65,12.921213,79.129829,true,false,,false,
48,2026-06-01T01:17:00Z,M01,OP06,SH-2026-06-01-M01-D,1645.1,70.64,88.29,98.41,340.6,284.3,59.8,16.35,87.91,27.83,0.6,1.53,-1.78,-0.6,12.921122,79.129618,true,false,,false,
49,2026-06-01T01:18:00Z,M01,OP06,SH-2026-06-01-M01-D,1671.4,66.58,88.47,98.41,330.8,229.1,60.17,16.44,87.83,27.78,0.624,1.41,-0.12,-1.25,12.920999,79.129446,true,false,,false,
50,2026-06-01T01:19:00Z,M01,OP06,SH-2026-06-01-M01-D,1674.7,65.26,88.73,98.82,324.9,208.7,60.43,16.1,87.75,27.81,0.624,1.69,1.19,-0.77,12.920819,79.129267,true,false,,false,
51,2026-06-01T01:20:00Z,M01,OP06,SH-2026-06-01-M01-D,1665.1,70.4,88.93,98.83,326.1,252.8,60.93,16.22,87.68,27.82,0.626,0.56,2.15,1.47,12.920785,79.129189,true,false,,false,
52,2026-06-01T01:21:00Z,M01,OP06,SH-2026-06-01-M01-D,1663.4,73.94,89.45,98.78,319.7,220.5,61.48,16.12,87.6,27.72,0.604,0.75,1.31,2.88,12.920784,79.129077,true,false,,false,
53,2026-06-01T01:22:00Z,M01,OP06,SH-2026-06-01-M01-D,1652.8,72.41,89.54,98.81,304.0,276.3,61.97,16.56,87.52,27.84,0.588,1.1,-0.07,-1.06,12.920827,79.128917,true,false,,false,
54,2026-06-01T01:23:00Z,M01,OP06,SH-2026-06-01-M01-D,1646.4,71.92,89.42,99.08,298.3,272.0,62.22,16.76,87.44,27.85,0.592,1.25,-0.72,-0.21,12.920974,79.128801,true,false,,false,
55,2026-06-01T01:24:00Z,M01,OP06,SH-2026-06-01-M01-D,1687.4,74.91,89.54,99.2,296.5,258.0,62.51,16.27,87.36,27.75,0.583,1.11,-1.91,1.08,12.921102,79.128694,true,false,,false,
56,2026-06-01T01:25:00Z,M01,OP06,SH-2026-06-01-M01-D,1677.7,76.91,89.55,99.95,282.8,283.3,62.9,15.81,87.28,27.69,0.516,0.86,-2.38,1.47,12.921218,79.128753,true,false,,false,
57,2026-06-01T01:26:00Z,M01,OP06,SH-2026-06-01-M01-D,1664.5,75.99,89.79,100.13,281.1,254.8,63.24,15.71,87.2,27.68,0.488,1.24,-1.81,-0.29,12.921396,79.128807,true,false,,false,
58,2026-06-01T01:27:00Z,M01,OP06,SH-2026-06-01-M01-D,1654.5,74.85,90.29,100.12,281.3,292.6,63.52,15.9,87.13,27.59,0.489,1.61,-0.99,-0.28,12.921638,79.128804,true,false,,false,
59,2026-06-01T01:28:00Z,M01,OP06,SH-2026-06-01-M01-D,1620.6,72.39,90.25,100.14,286.0,294.1,63.75,15.88,87.05,27.57,0.473,1.6,-0.65,-0.61,12.921457,79.128962,true,false,,false,
60,2026-06-01T01:29:00Z,M01,OP06,SH-2026-06-01-M01-D,1609.8,74.78,90.22,100.27,281.0,315.7,64.09,15.72,86.97,27.5,0.507,0.96,-0.52,-0.88,12.921322,79.129014,true,false,,false,
61,2026-06-01T01:30:00Z,M01,OP06,SH-2026-06-01-M01-D,1617.4,73.68,89.99,100.34,297.0,271.6,64.16,15.65,86.9,27.48,0.505,0.39,-1.33,-0.88,12.921266,79.129031,true,false,,false,
62,2026-06-01T01:31:00Z,M01,OP06,SH-2026-06-01-M01-D,1656.3,71.65,89.57,99.94,303.6,310.5,64.33,15.91,86.82,27.48,0.521,0.56,0.99,1.0,12.921192,79.129071,true,false,,false,
63,2026-06-01T01:32:00Z,M01,OP06,SH-2026-06-01-M01-D,1662.4,72.36,89.8,99.93,307.2,297.4,64.68,15.71,86.75,27.55,0.59,0.17,0.69,2.34,12.921172,79.129093,true,false,,false,
64,2026-06-01T01:33:00Z,M01,OP06,SH-2026-06-01-M01-D,1630.4,74.62,89.95,99.58,308.7,278.7,65.09,15.6,86.67,27.58,0.579,0.12,1.61,2.72,12.921144,79.129104,true,false,,false,
65,2026-06-01T01:34:00Z,M01,OP06,SH-2026-06-01-M01-D,1595.4,73.38,90.14,99.75,304.4,323.6,65.29,15.91,86.59,27.35,0.576,0.27,1.76,1.09,12.921103,79.12911,true,false,,false,
66,2026-06-01T01:35:00Z,M01,OP06,SH-2026-06-01-M01-D,1612.3,67.09,90.16,99.72,305.0,294.4,65.61,15.86,86.52,27.34,0.529,0.06,0.19,2.05,12.921074,79.129102,true,false,,false,
67,2026-06-01T01:36:00Z,M01,OP06,SH-2026-06-01-M01-D,1587.3,62.35,89.89,99.2,317.2,329.8,65.89,15.66,86.44,27.26,0.54,0.64,0.45,2.26,12.920981,79.129121,true,false,,false,
68,2026-06-01T01:37:00Z,M01,OP06,SH-2026-06-01-M01-D,1603.9,58.26,90.14,99.0,327.7,342.9,66.01,16.27,86.36,27.25,0.472,0.31,1.02,1.1,12.920936,79.129132,true,false,,false,
69,2026-06-01T01:38:00Z,M01,OP06,SH-2026-06-01-M01-D,1624.5,57.88,90.52,99.0,319.5,322.9,65.96,15.95,86.29,27.28,0.481,0.01,0.23,1.08,12.920912,79.12915,true,false,,false,
70,2026-06-01T01:39:00Z,M01,OP06,SH-2026-06-01-M01-D,1617.8,62.12,90.8,99.37,308.9,295.3,65.99,15.76,86.21,27.37,0.502,0.03,-1.02,1.46,12.920888,79.129168,true,false,,false,
71,2026-06-01T01:40:00Z,M01,OP06,SH-2026-06-01-M01-D,1637.6,59.88,91.19,99.13,300.4,296.0,66.01,15.58,86.13,27.34,0.469,0.23,-0.52,0.22,12.920862,79.12919,true,false,,false,
72,2026-06-01T01:41:00Z,M01,OP06,SH-2026-06-01-M01-D,1653.5,57.68,91.05,99.0,300.7,318.3,66.27,14.73,86.06,27.37,0.491,0.49,0.72,-0.28,12.920793,79.129216,true,false,,false,
73,2026-06-01T01:42:00Z,M01,OP06,SH-2026-06-01-M01-D,1659.3,51.95,90.5,99.14,307.0,320.6,66.05,14.4,85.99,27.39,0.502,0.77,0.68,0.59,12.920678,79.129231,true,false,,false,
74,2026-06-01T01:43:00Z,M01,OP06,SH-2026-06-01-M01-D,1677.0,52.67,90.26,99.18,320.6,347.6,66.04,14.14,85.92,27.51,0.516,0.5,-0.8,0.55,12.920636,79.129293,true,false,,false,
75,2026-06-01T01:44:00Z,M01,OP06,SH-2026-06-01-M01-D,1705.4,49.9,89.97,99.33,328.9,332.7,66.03,14.32,85.85,27.4,0.509,1.5,-0.04,-0.23,12.92054,79.129497,true,false,,false,
76,2026-06-01T01:45:00Z,M01,OP06,SH-2026-06-01-M01-D,1688.0,49.78,89.97,98.85,329.0,296.5,65.95,13.77,85.78,27.37,0.518,0.91,-1.07,0.69,12.920497,79.129627,true,false,,false,
77,2026-06-01T01:46:00Z,M01,OP06,SH-2026-06-01-M01-D,1724.7,49.45,89.89,98.56,356.0,311.5,65.79,13.8,85.71,27.27,0.53,0.87,-1.15,-0.91,12.92054,79.129751,true,false,,false,
78,2026-06-01T01:47:00Z,M01,OP06,SH-2026-06-01-M01-D,1705.0,49.6,89.95,97.83,341.2,316.0,65.64,14.63,85.65,27.35,0.52,1.03,-0.57,-1.49,12.920602,79.129893,true,false,,false,
79,2026-06-01T01:48:00Z,M01,OP06,SH-2026-06-01-M01-D,1739.1,44.83,90.13,97.5,341.1,327.9,65.27,14.61,85.58,27.42,0.485,1.1,-1.46,2.49,12.920684,79.130036,true,false,,false,
80,2026-06-01T01:49:00Z,M01,OP06,SH-2026-06-01-M01-D,1754.7,49.42,90.64,97.57,335.0,299.5,65.32,14.76,85.5,27.25,0.516,1.18,-1.23,-0.75,12.920749,79.130201,true,false,,false,
81,2026-06-01T01:50:00Z,M01,OP06,SH-2026-06-01-M01-D,1747.6,47.1,90.8,97.92,322.3,282.4,65.16,15.27,85.43,27.23,0.516,0.81,-0.86,0.17,12.920821,79.130299,true,false,,false,
82,2026-06-01T01:51:00Z,M01,OP06,SH-2026-06-01-M01-D,1756.0,47.89,91.06,98.3,312.5,328.5,65.04,15.82,85.36,27.2,0.556,0.47,-1.08,-0.63,12.920852,79.130363,true,false,,false,
83,2026-06-01T01:52:00Z,M01,OP06,SH-2026-06-01-M01-D,1798.8,44.03,91.35,98.54,321.7,277.9,64.95,15.81,85.28,27.25,0.609,0.0,-1.1,-1.42,12.920874,79.130383,true,false,,false,
84,2026-06-01T01:53:00Z,M01,OP06,SH-2026-06-01-M01-D,1807.6,48.87,91.46,98.37,324.3,309.1,65.01,15.69,85.21,27.25,0.622,0.0,-0.17,1.71,12.920895,79.130405,true,false,,false,
85,2026-06-01T01:54:00Z,M01,OP06,SH-2026-06-01-M01-D,1864.2,50.12,91.65,98.28,336.3,239.0,65.1,15.34,85.13,27.22,0.657,0.0,0.17,-0.61,12.920912,79.130429,true,false,,false,
86,2026-06-01T01:55:00Z,M01,OP06,SH-2026-06-01-M01-D,1846.8,49.15,91.53,97.91,345.7,292.8,65.1,15.04,85.06,27.22,0.691,0.0,0.12,-1.5,12.920923,79.130457,true,false,,false,
87,2026-06-01T01:56:00Z,M01,OP06,SH-2026-06-01-M01-D,1871.2,47.69,91.47,97.47,342.2,293.2,65.08,14.95,84.98,27.23,0.687,0.0,1.18,-0.74,12.920934,79.130485,true,false,,false,
88,2026-06-01T01:57:00Z,M01,OP06,SH-2026-06-01-M01-D,1896.4,51.17,91.25,96.36,345.7,300.2,65.07,14.33,84.91,27.23,0.679,0.03,0.82,0.56,12.920951,79.13051,true,false,,false,
89,2026-06-01T01:58:00Z,M01,OP06,SH-2026-06-01-M01-D,1893.5,53.2,91.07,95.87,343.1,322.9,65.23,14.13,84.84,27.19,0.644,0.21,1.21,0.61,12.920954,79.130542,true,false,,false,
90,2026-06-01T01:59:00Z,M01,OP06,SH-2026-06-01-M01-D,1879.6,54.56,90.82,95.04,339.4,273.0,65.22,14.42,84.77,27.36,0.59,0.0,1.2,-0.13,12.920955,79.130572,true,false,,false,
91,2026-06-01T02:00:00Z,M01,OP06,SH-2026-06-01-M01-D,1860.4,52.32,90.39,95.02,340.2,302.5,65.19,14.5,84.71,27.38,0.579,0.0,0.34,-1.4,12.920968,79.130599,true,false,,false,
92,2026-06-01T02:01:00Z,M01,OP06,SH-2026-06-01-M01-D,1874.6,49.63,90.24,94.5,338.3,285.6,65.04,14.74,84.64,27.42,0.586,0.0,0.4,-1.4,12.920984,79.130625,true,false,,false,
93,2026-06-01T02:02:00Z,M01,OP06,SH-2026-06-01-M01-D,1880.1,49.94,90.12,93.57,332.4,309.2,64.97,14.09,84.56,27.45,0.574,0.0,-2.68,-1.14,12.921004,79.130647,true,false,,false,
94,2026-06-01T02:03:00Z,M01,OP06,SH-2026-06-01-M01-D,1863.7,54.47,90.06,93.26,331.9,279.3,65.13,14.1,84.5,27.37,0.588,0.28,-2.67,-0.21,12.921032,79.130679,true,false,,false,
95,2026-06-01T02:04:00Z,M01,OP06,SH-2026-06-01-M01-D,1893.2,58.36,89.91,92.48,341.3,237.0,65.03,14.09,84.43,27.25,0.592,0.73,-2.92,0.46,12.921107,79.130758,true,false,,false,
96,2026-06-01T02:05:00Z,M01,OP06,SH-2026-06-01-M01-D,1880.3,53.93,89.42,92.0,345.9,184.7,65.04,14.04,84.36,27.22,0.641,0.18,-1.71,-0.31,12.921085,79.130738,true,false,,false,
97,2026-06-01T02:06:00Z,M01,OP06,SH-2026-06-01-M01-D,1879.4,51.26,89.76,91.46,352.5,210.0,65.0,14.6,84.29,27.23,0.669,0.3,-2.18,0.46,12.921053,79.130706,true,false,,false,
98,2026-06-01T02:07:00Z,M01,OP06,SH-2026-06-01-M01-D,1895.8,46.69,90.1,91.6,345.5,186.9,64.87,14.47,84.22,27.32,0.671,0.5,0.05,1.33,12.920991,79.130665,true,false,,false,
99,2026-06-01T02:08:00Z,M01,OP06,SH-2026-06-01-M01-D,1903.1,43.96,89.79,91.14,350.6,241.1,64.93,14.69,84.15,27.23,0.666,0.67,0.29,2.5,12.920895,79.130634,true,false,,false,
100,2026-06-01T02:09:00Z,M01,OP06,SH-2026-06-01-M01-D,1920.9,46.22,89.51,90.61,355.2,178.0,65.0,14.58,84.08,27.19,0.619,1.13,-1.64,1.94,12.92073,79.130595,true,false,,false,
101,2026-06-01T02:10:00Z,M01,OP06,SH-2026-06-01-M01-D,1932.1,46.45,88.97,90.65,359.2,229.3,64.78,14.74,84.01,27.23,0.559,0.54,-0.97,2.39,12.92065,79.130599,true,false,,false,
102,2026-06-01T02:11:00Z,M01,OP06,SH-2026-06-01-M01-D,1929.5,46.48,88.48,90.58,351.3,184.8,64.59,14.85,83.94,27.21,0.601,0.31,-1.75,3.26,12.920612,79.130626,true,false,,false,
103,2026-06-01T02:12:00Z,M01,OP06,SH-2026-06-01-M01-D,1763.2,33.93,88.13,90.42,339.6,101.5,64.3,10.32,83.87,27.21,0.564,1.73,-0.57,1.75,12.920415,79.130795,true,false,,false,
104,2026-06-01T02:13:00Z,M01,OP06,SH-2026-06-01-M01-D,1713.8,31.67,87.81,90.42,342.0,67.9,63.93,9.32,83.82,27.24,0.55,2.36,-0.89,-0.27,12.920081,79.130916,true,false,,false,
105,2026-06-01T02:14:00Z,M01,OP06,SH-2026-06-01-M01-D,1704.5,31.22,87.73,90.72,357.4,47.7,63.68,8.76,83.77,27.21,0.523,1.99,-0.52,-0.04,12.919793,79.130993,true,false,,false,
106,2026-06-01T02:15:00Z,M01,OP06,SH-2026-06-01-M01-D,1731.4,30.99,87.55,91.0,380.4,47.5,63.4,9.47,83.73,27.25,0.548,2.12,0.54,0.07,12.919483,79.131067,true,false,,false,
107,2026-06-01T02:16:00Z,M01,OP06,SH-2026-06-01-M01-D,1691.7,32.37,87.32,90.69,377.4,59.0,63.3,9.61,83.68,27.35,0.53,1.58,0.61,0.39,12.919246,79.131073,true,false,,false,
108,2026-06-01T02:17:00Z,M01,OP06,SH-2026-06-01-M01-D,1706.1,30.2,87.04,90.66,368.6,46.7,63.11,9.58,83.64,27.47,0.524,1.7,0.75,0.68,12.918995,79.131121,true,false,,false,
109,2026-06-01T02:18:00Z,M01,OP06,SH-2026-06-01-M01-D,1688.2,31.17,86.47,90.67,348.9,38.3,62.79,8.99,83.59,27.4,0.52,2.02,-0.46,-1.24,12.918701,79.131197,true,false,,false,
110,2026-06-01T02:19:00Z,M01,OP06,SH-2026-06-01-M01-D,1664.4,30.31,86.6,90.74,346.2,46.1,62.55,8.33,83.55,27.51,0.541,2.13,-0.76,-0.49,12.918382,79.131215,true,false,,false,
111,2026-06-01T02:20:00Z,M01,OP06,SH-2026-06-01-M01-D,1640.6,33.66,86.35,90.13,338.3,42.7,62.35,8.39,83.51,27.59,0.571,1.92,-0.14,-0.21,12.918097,79.131176,true,false,,false,
112,2026-06-01T02:21:00Z,M01,OP06,SH-2026-06-01-M01-D,1636.5,30.62,86.1,89.81,345.7,39.1,62.32,8.54,83.47,27.69,0.6,1.77,0.81,1.03,12.917835,79.131131,true,false,,false,
113,2026-06-01T02:22:00Z,M01,OP06,SH-2026-06-01-M01-D,1636.6,30.21,85.63,89.98,344.3,25.3,62.16,8.8,83.43,27.66,0.638,2.39,2.89,2.01,12.917491,79.131033,true,false,,false,
114,2026-06-01T02:23:00Z,M01,OP06,SH-2026-06-01-M01-D,1617.7,32.51,85.32,90.31,343.9,19.6,61.91,8.75,83.38,27.78,0.616,1.46,0.57,2.44,12.917282,79.131098,true,false,,false,
115,2026-06-01T02:24:00Z,M01,OP06,SH-2026-06-01-M01-D,1601.5,32.24,85.26,90.67,350.1,21.7,61.8,9.01,83.34,27.84,0.586,1.59,-1.32,0.05,12.917043,79.131099,true,false,,false,
116,2026-06-01T02:25:00Z,M01,OP06,SH-2026-06-01-M01-D,1744.1,46.25,85.6,90.82,370.6,170.8,61.71,12.98,83.3,27.77,0.67,1.06,1.26,3.35,12.916885,79.131081,true,false,,false,
117,2026-06-01T02:26:00Z,M01,OP06,SH-2026-06-01-M01-D,1765.1,53.54,85.73,91.36,384.9,152.9,61.89,14.45,83.23,27.78,0.663,0.75,0.86,2.7,12.916784,79.131035,true,false,,false,
118,2026-06-01T02:27:00Z,M01,OP06,SH-2026-06-01-M01-D,1786.8,57.1,85.74,91.58,398.9,205.1,62.09,14.49,83.16,27.75,0.692,0.49,1.16,2.68,12.91671,79.131034,true,false,,false,
