entity_type,entity_id,site_id,week_start,productive_hours,fuel_per_productive_hour,idle_pct,productivity_per_hour,time_ratio,anomaly_count,safety_event_count,efficiency_index,cluster_id,cluster_label,is_outlier,outlier_reason,rank_in_site
machine,M04,S1,2026-06-08,38.55,15.09,15.92,142.67,0.996,0,17,0.313,2,efficient,False,,4
machine,M04,S1,2026-06-15,53.5,14.82,13.01,169.44,0.953,0,17,1.311,2,efficient,False,,1
machine,M04,S1,2026-06-22,68.33,15.36,16.46,129.0,1.021,2,24,-0.23,0,needs safety coaching,False,,6
machine,M04,S1,2026-06-29,51.2,15.81,16.64,148.24,0.996,0,20,0.002,1,idle-heavy,False,,5
machine,M04,S1,2026-07-06,55.92,15.5,13.06,161.67,0.988,1,13,0.628,2,efficient,False,,2
machine,M04,S1,2026-07-13,65.97,15.08,13.96,172.21,0.956,0,20,1.158,2,efficient,False,,1
machine,M04,S1,2026-07-20,52.02,15.29,11.64,159.28,0.955,0,22,0.947,2,efficient,False,,2
machine,M04,S1,2026-07-27,67.47,15.85,20.78,155.04,1.014,0,24,-0.207,1,idle-heavy,False,,5
machine,M04,S1,2026-08-03,82.77,15.47,13.24,147.89,0.991,0,28,0.371,2,efficient,False,,4
machine,M04,S1,2026-08-10,63.52,14.9,14.22,147.76,0.968,0,17,0.741,2,efficient,False,,3
machine,M04,S1,2026-08-17,83.18,14.91,16.75,152.98,0.975,0,19,0.659,2,efficient,False,,2
machine,M04,S1,2026-08-24,40.42,15.8,15.24,138.06,1.026,0,13,-0.266,1,idle-heavy,False,,5
machine,M05,S1,2026-06-01,56.85,22.31,16.15,101.5,1.031,0,19,0.663,2,efficient,False,,4
machine,M05,S1,2026-06-08,69.07,22.89,25.55,96.86,1.078,0,24,-0.373,1,idle-heavy,False,,5
machine,M05,S1,2026-06-15,61.37,22.06,17.55,94.51,1.022,0,14,0.563,2,efficient,False,,3
machine,M05,S1,2026-06-22,57.88,22.45,16.09,80.94,1.038,1,19,0.039,2,efficient,False,,4
machine,M05,S1,2026-06-29,67.12,22.55,16.85,93.27,1.034,0,29,0.314,2,efficient,False,,3
machine,M05,S1,2026-07-06,60.0,22.25,16.74,104.5,1.012,0,20,0.846,2,efficient,False,,1
machine,M05,S1,2026-07-13,50.38,22.02,15.18,99.83,1.002,2,13,0.938,2,efficient,True,"Machine anomalies per 10 h 0.34 is far above normal for a dozer (typical 0.06, z +2.9).",3
machine,M05,S1,2026-07-20,63.6,22.24,13.92,101.65,0.993,0,10,1.015,2,efficient,False,,1
machine,M05,S1,2026-07-27,65.6,21.74,14.77,90.4,1.009,1,18,0.777,2,efficient,False,,3
machine,M05,S1,2026-08-03,46.87,23.01,25.11,108.39,1.011,0,13,0.282,1,idle-heavy,False,,5
machine,M05,S1,2026-08-10,44.08,22.52,19.34,83.14,1.032,0,12,-0.043,1,idle-heavy,False,,4
machine,M05,S1,2026-08-17,71.02,21.85,15.54,94.13,1.039,0,15,0.629,2,efficient,False,,3
machine,M05,S1,2026-08-24,63.05,21.87,17.73,96.03,1.049,0,23,0.511,2,efficient,False,,3
machine,M06,S1,2026-06-01,57.15,26.66,12.99,58.71,0.996,2,16,0.812,2,efficient,False,,2
machine,M06,S1,2026-06-08,58.58,26.61,17.95,45.92,1.036,4,15,-0.383,1,idle-heavy,False,,6
machine,M06,S1,2026-06-15,77.77,26.18,15.15,48.61,1.042,4,20,0.069,2,efficient,False,,5
machine,M06,S1,2026-06-22,62.55,25.46,15.74,63.31,0.978,6,26,1.403,2,efficient,True,"Unusual combination this week: low task time vs estimate (z -2.1) and high output per productive hour (z +1.9), unlike any usual pattern.",1
machine,M06,S1,2026-06-29,58.0,25.17,14.37,56.21,1.032,3,14,0.933,2,efficient,False,,2
machine,M06,S1,2026-07-06,61.37,25.57,14.33,50.43,1.053,4,24,0.378,2,efficient,False,,4
machine,M06,S1,2026-07-13,47.8,26.55,18.31,53.56,0.996,5,20,0.228,2,efficient,False,,5
machine,M06,S1,2026-07-20,49.82,26.27,19.06,45.97,1.057,1,17,-0.465,1,idle-heavy,False,,6
machine,M06,S1,2026-07-27,52.17,25.13,13.42,60.19,1.076,7,13,0.914,2,efficient,True,"Unusual combination this week: high machine anomalies per 10 h (z +2.3) and low fuel per productive hour (z -1.5), unlike any usual pattern.",1
machine,M06,S1,2026-08-03,61.82,26.17,18.82,62.93,1.026,1,16,0.575,1,idle-heavy,False,,3
machine,M06,S1,2026-08-10,64.2,25.71,18.15,46.18,1.042,3,22,-0.078,1,idle-heavy,False,,5
machine,M06,S1,2026-08-17,58.02,25.68,15.43,52.14,1.023,3,15,0.526,2,efficient,False,,4
machine,M06,S1,2026-08-24,67.83,25.18,13.46,58.97,1.002,4,15,1.318,2,efficient,False,,1
machine,M07,S2,2026-06-01,42.17,17.08,14.3,92.13,1.007,0,18,0.606,2,efficient,False,,1
machine,M07,S2,2026-06-08,48.03,16.9,14.73,90.35,1.012,0,21,0.602,2,efficient,False,,1
machine,M07,S2,2026-06-15,47.6,18.69,22.75,74.37,1.076,0,17,-1.578,1,idle-heavy,True,"Fuel per productive hour 18.7 L/h is far above normal for an excavator (typical 17.5 L/h, z +2.5).",6
machine,M07,S2,2026-06-22,42.23,17.57,19.04,84.18,1.004,0,12,-0.096,1,idle-heavy,False,,1
machine,M07,S2,2026-06-29,55.57,17.62,20.47,73.34,1.093,1,17,-1.022,0,needs safety coaching,False,,6
machine,M07,S2,2026-07-06,47.18,17.74,19.69,69.41,1.072,0,17,-1.001,0,needs safety coaching,False,,5
machine,M07,S2,2026-07-13,58.33,18.0,14.19,86.23,1.004,0,17,0.001,2,efficient,False,,3
machine,M07,S2,2026-07-20,76.3,17.9,18.12,74.38,1.046,1,25,-0.717,0,needs safety coaching,False,,5
machine,M07,S2,2026-07-27,67.97,16.87,16.13,87.54,1.031,0,16,0.351,2,efficient,False,,1
machine,M07,S2,2026-08-03,57.07,17.63,22.32,73.95,1.005,0,22,-0.569,1,idle-heavy,False,,3
machine,M07,S2,2026-08-10,64.62,16.99,14.19,85.89,0.992,0,26,0.596,2,efficient,False,,1
machine,M07,S2,2026-08-17,58.7,17.52,15.03,76.83,1.024,0,8,-0.146,2,efficient,False,,2
machine,M07,S2,2026-08-24,38.33,17.02,13.89,68.87,1.03,0,7,-0.055,2,efficient,False,,2
machine,M08,S2,2026-06-01,65.67,17.21,16.56,61.14,1.057,1,22,-0.662,0,needs safety coaching,False,,5
machine,M08,S2,2026-06-08,54.98,17.45,16.46,76.84,1.041,0,13,-0.298,1,idle-heavy,False,,3
machine,M08,S2,2026-06-15,63.37,16.93,9.91,82.22,1.029,0,17,0.552,2,efficient,False,,1
machine,M08,S2,2026-06-22,40.57,17.21,21.28,81.59,1.047,0,8,-0.362,1,idle-heavy,False,,2
machine,M08,S2,2026-06-29,50.4,17.48,18.49,76.29,1.049,0,22,-0.492,0,needs safety coaching,False,,3
machine,M08,S2,2026-07-06,50.57,18.66,27.07,93.84,1.068,2,17,-1.276,0,needs safety coaching,True,"Idle time 27.1% is far above normal for an excavator (typical 17.8%, z +2.6); Machine anomalies per 10 h 0.29 is far above normal for an excavator (typical 0.04, z +2.9).",6
machine,M08,S2,2026-07-13,63.18,17.29,15.06,63.94,1.102,1,19,-0.832,0,needs safety coaching,False,,5
machine,M08,S2,2026-07-20,58.38,17.64,23.53,92.41,1.024,2,26,-0.307,0,needs safety coaching,True,"Machine anomalies per 10 h 0.26 is far above normal for an excavator (typical 0.04, z +2.6).",3
machine,M08,S2,2026-07-27,54.58,17.83,23.12,60.46,1.117,0,28,-1.742,0,needs safety coaching,True,"Task time vs estimate 1.12× is far above normal for an excavator (typical 1.03×, z +2.7).",6
machine,M08,S2,2026-08-03,64.35,16.46,12.17,79.1,0.999,0,15,0.779,2,efficient,False,,1
machine,M08,S2,2026-08-10,78.22,17.47,15.18,70.32,1.083,0,39,-0.657,0,needs safety coaching,True,"Safety events per 10 h 4.2 is far above normal for an excavator (typical 2.6, z +2.6).",6
machine,M08,S2,2026-08-17,34.18,18.21,21.54,72.84,1.051,0,10,-1.14,1,idle-heavy,False,,6
machine,M08,S2,2026-08-24,45.32,18.21,20.54,82.42,1.059,1,15,-0.901,0,needs safety coaching,False,,5
machine,M09,S2,2026-06-01,58.65,15.26,21.43,127.88,0.992,0,19,-0.3,1,idle-heavy,False,,3
machine,M09,S2,2026-06-08,66.92,15.42,23.96,113.57,1.052,0,23,-1.096,1,idle-heavy,False,,6
machine,M09,S2,2026-06-15,52.03,16.11,26.78,148.08,1.011,0,18,-0.757,1,idle-heavy,True,"Idle time 26.8% is far above normal for a wheel loader (typical 16.9%, z +2.5).",4
machine,M09,S2,2026-06-22,64.83,16.02,16.99,118.3,1.025,1,14,-0.814,1,idle-heavy,False,,4
machine,M09,S2,2026-06-29,54.12,15.11,17.04,116.69,1.011,1,17,-0.299,0,needs safety coaching,False,,2
machine,M09,S2,2026-07-06,57.82,14.99,10.89,137.76,0.956,0,18,0.75,2,efficient,False,,1
machine,M09,S2,2026-07-13,56.05,15.48,13.53,128.19,0.989,0,14,0.017,2,efficient,False,,2
machine,M09,S2,2026-07-20,52.45,15.39,14.62,142.04,0.992,0,12,0.23,2,efficient,False,,2
machine,M09,S2,2026-07-27,53.62,15.42,10.66,122.26,1.0,1,21,0.03,0,needs safety coaching,False,,2
machine,M09,S2,2026-08-03,45.0,16.82,19.09,133.22,1.025,0,19,-1.066,1,idle-heavy,True,"Fuel per productive hour 16.8 L/h is far above normal for a wheel loader (typical 15.4 L/h, z +2.9).",6
machine,M09,S2,2026-08-10,45.52,16.04,23.99,140.61,0.96,0,17,-0.433,1,idle-heavy,False,,5
machine,M09,S2,2026-08-17,63.85,15.54,18.0,101.96,1.04,1,19,-0.984,0,needs safety coaching,False,,5
machine,M09,S2,2026-08-24,69.98,15.65,20.22,131.82,1.02,0,11,-0.522,1,idle-heavy,False,,4
machine,M10,S2,2026-06-01,67.92,15.77,21.59,130.23,1.005,0,19,-0.597,1,idle-heavy,False,,4
machine,M10,S2,2026-06-08,61.07,16.09,20.98,134.85,0.993,0,22,-0.584,1,idle-heavy,False,,5
machine,M10,S2,2026-06-15,71.5,15.54,13.77,113.64,1.06,2,21,-0.673,0,needs safety coaching,False,,2
machine,M10,S2,2026-06-22,52.03,16.28,15.32,120.31,1.044,1,16,-0.926,0,needs safety coaching,False,,5
machine,M10,S2,2026-06-29,58.78,15.41,18.68,142.3,1.011,0,16,-0.081,1,idle-heavy,False,,1
machine,M10,S2,2026-07-06,62.58,15.6,20.06,109.69,1.042,0,26,-0.996,0,needs safety coaching,False,,4
machine,M10,S2,2026-07-13,60.12,16.02,22.78,119.18,1.071,0,24,-1.347,0,needs safety coaching,False,,6
machine,M10,S2,2026-07-20,51.83,15.31,16.24,109.87,1.086,1,15,-0.884,0,needs safety coaching,False,,6
machine,M10,S2,2026-07-27,51.68,16.11,23.22,135.34,1.039,0,16,-0.956,1,idle-heavy,False,,5
machine,M10,S2,2026-08-03,68.05,15.34,22.11,111.98,1.046,2,38,-0.952,0,needs safety coaching,True,"Safety events per 10 h 4.3 is far above normal for a wheel loader (typical 2.7, z +2.7).",5
machine,M10,S2,2026-08-10,62.05,14.77,19.57,126.19,1.033,0,28,-0.204,0,needs safety coaching,False,,3
machine,M10,S2,2026-08-17,64.32,15.58,21.91,136.36,1.016,0,21,-0.469,1,idle-heavy,False,,3
machine,M10,S2,2026-08-24,47.58,15.54,19.62,138.18,0.956,0,9,0.026,1,idle-heavy,False,,1
machine,M11,S2,2026-06-01,68.42,23.11,18.92,82.8,1.003,0,28,-0.087,1,idle-heavy,False,,2
machine,M11,S2,2026-06-08,59.5,21.72,11.85,75.04,1.018,0,18,0.469,2,efficient,False,,2
machine,M11,S2,2026-06-15,55.15,22.31,20.97,68.27,1.093,1,18,-0.777,0,needs safety coaching,False,,5
machine,M11,S2,2026-06-22,36.07,21.75,16.61,61.0,1.113,1,16,-0.667,0,needs safety coaching,True,"Unusual combination this week: high task time vs estimate (z +2.1) and low output per productive hour (z -1.9), unlike any usual pattern.",3
machine,M11,S2,2026-06-29,44.23,24.59,23.27,89.3,1.01,1,21,-0.706,1,idle-heavy,True,"Fuel per productive hour 24.6 L/h is far above normal for a dozer (typical 22.6 L/h, z +3.0).",5
machine,M11,S2,2026-07-06,65.63,22.49,15.67,67.72,1.106,0,33,-0.683,0,needs safety coaching,False,,3
machine,M11,S2,2026-07-13,60.63,22.36,21.31,74.05,1.037,0,18,-0.343,1,idle-heavy,False,,4
machine,M11,S2,2026-07-20,61.05,23.24,21.85,81.33,1.064,0,19,-0.652,1,idle-heavy,False,,4
machine,M11,S2,2026-07-27,44.17,23.57,27.54,86.49,1.063,0,10,-0.903,1,idle-heavy,False,,4
machine,M11,S2,2026-08-03,25.47,22.41,23.83,71.07,1.065,0,7,-0.715,1,idle-heavy,False,,4
machine,M11,S2,2026-08-10,46.62,23.12,24.22,84.3,0.989,1,18,-0.22,1,idle-heavy,True,"Unusual combination this week: low task time vs estimate (z -1.4) and high idle time (z +1.2), unlike any usual pattern.",4
machine,M11,S2,2026-08-17,71.4,21.67,12.07,73.67,1.044,1,21,0.295,2,efficient,False,,1
machine,M11,S2,2026-08-24,44.03,22.85,15.83,79.37,1.032,0,11,-0.103,2,efficient,False,,3
machine,M12,S2,2026-06-01,44.15,28.02,19.36,38.62,1.109,3,18,-1.844,0,needs safety coaching,True,"Fuel per productive hour 28.0 L/h is far above normal for an articulated truck (typical 26.1 L/h, z +2.9).",6
machine,M12,S2,2026-06-08,53.4,26.07,21.91,46.54,1.047,1,12,-0.505,1,idle-heavy,False,,4
machine,M12,S2,2026-06-15,66.68,25.85,18.94,39.82,1.071,3,19,-0.676,1,idle-heavy,False,,3
machine,M12,S2,2026-06-22,64.9,26.63,20.84,39.14,1.092,0,21,-1.282,1,idle-heavy,False,,6
machine,M12,S2,2026-06-29,67.9,26.62,16.16,40.28,1.048,5,28,-0.596,0,needs safety coaching,False,,4
machine,M12,S2,2026-07-06,55.32,26.29,18.09,45.74,1.051,2,20,-0.374,1,idle-heavy,False,,2
machine,M12,S2,2026-07-13,58.48,25.64,16.49,49.84,1.041,4,17,0.244,2,efficient,False,,1
machine,M12,S2,2026-07-20,58.82,25.39,12.76,44.97,1.02,7,15,0.522,2,efficient,False,,1
machine,M12,S2,2026-07-27,53.85,25.83,17.03,46.15,1.045,2,18,-0.065,1,idle-heavy,False,,3
machine,M12,S2,2026-08-03,59.12,26.15,11.74,44.07,1.043,4,19,0.113,2,efficient,False,,2
machine,M12,S2,2026-08-10,67.2,26.43,14.07,46.8,1.043,2,20,-0.038,2,efficient,False,,2
machine,M12,S2,2026-08-17,53.03,26.84,22.52,51.76,1.034,3,15,-0.517,1,idle-heavy,False,,4
machine,M12,S2,2026-08-24,44.27,27.16,25.58,45.75,1.065,3,13,-1.348,1,idle-heavy,True,"Idle time 25.6% is far above normal for an articulated truck (typical 16.7%, z +3.2).",6
operator,OP01,S1,2026-06-01,30.92,17.49,9.16,123.88,0.956,0,8,0.843,1,efficient,False,,2
operator,OP01,S1,2026-06-08,41.87,16.73,8.15,94.23,0.993,0,8,0.539,1,efficient,False,,3
operator,OP01,S1,2026-06-15,39.3,22.08,8.03,84.99,0.995,3,10,0.662,1,efficient,False,,2
operator,OP01,S1,2026-06-22,39.47,17.16,7.75,131.12,0.961,1,13,0.642,1,efficient,False,,3
operator,OP01,S1,2026-06-29,41.28,18.02,7.85,114.94,0.967,0,9,0.613,1,efficient,False,,2
operator,OP01,S1,2026-07-06,41.52,16.41,7.67,130.19,0.991,1,11,0.707,1,efficient,False,,2
operator,OP01,S1,2026-07-13,39.77,18.66,8.69,108.38,0.956,0,16,0.808,1,efficient,False,,2
operator,OP01,S1,2026-07-20,39.55,19.56,8.77,109.23,0.957,0,6,0.676,1,efficient,False,,2
operator,OP01,S1,2026-07-27,37.98,23.38,10.38,75.69,1.013,4,8,0.862,1,efficient,False,,2
operator,OP01,S1,2026-08-03,31.5,18.43,9.61,125.87,0.954,0,9,0.788,1,efficient,False,,2
operator,OP01,S1,2026-08-10,39.37,15.72,7.48,135.27,0.931,0,6,0.883,1,efficient,False,,2
operator,OP01,S1,2026-08-17,34.08,20.06,7.26,92.71,1.018,1,6,0.475,1,efficient,False,,5
operator,OP01,S1,2026-08-24,33.58,19.75,9.56,90.37,0.967,1,6,0.435,1,efficient,False,,2
operator,OP02,S1,2026-06-01,37.95,15.45,15.82,155.2,0.945,0,6,0.752,1,efficient,False,,3
operator,OP02,S1,2026-06-08,39.48,16.06,15.69,152.47,0.998,0,12,0.579,1,efficient,False,,2
operator,OP02,S1,2026-06-15,32.45,18.55,18.47,133.13,1.011,0,8,0.356,1,efficient,False,,4
operator,OP02,S1,2026-06-22,40.42,19.94,15.8,107.51,0.983,1,17,0.803,1,efficient,False,,1
operator,OP02,S1,2026-06-29,40.65,16.83,15.31,118.33,0.993,0,12,0.492,1,efficient,False,,3
operator,OP02,S1,2026-07-06,38.72,18.11,16.35,113.78,0.999,0,13,0.625,1,efficient,False,,3
operator,OP02,S1,2026-07-13,31.88,17.1,13.95,135.49,0.981,0,8,0.604,1,efficient,False,,3
operator,OP02,S1,2026-07-20,33.07,14.79,15.75,137.3,0.98,0,9,0.228,1,efficient,False,,7
operator,OP02,S1,2026-07-27,32.88,20.68,13.35,97.16,1.043,1,5,0.237,1,efficient,False,,4
operator,OP02,S1,2026-08-03,39.18,21.57,15.61,102.47,0.972,1,6,0.791,1,efficient,False,,1
operator,OP02,S1,2026-08-10,32.68,17.24,14.89,132.94,0.939,1,9,0.797,1,efficient,False,,3
operator,OP02,S1,2026-08-17,40.27,18.29,15.11,129.76,0.986,0,18,0.504,1,efficient,False,,2
operator,OP02,S1,2026-08-24,31.47,22.35,19.52,106.94,1.073,0,11,0.188,1,efficient,False,,4
operator,OP03,S1,2026-06-01,38.1,21.17,17.71,100.26,0.991,1,7,0.554,1,efficient,False,,5
operator,OP03,S1,2026-06-08,38.18,15.47,16.72,132.52,0.997,0,18,0.117,1,efficient,False,,5
operator,OP03,S1,2026-06-15,30.87,15.65,14.97,147.57,0.951,0,7,0.538,1,efficient,False,,3
operator,OP03,S1,2026-06-22,31.1,21.87,15.49,63.67,0.977,4,9,0.133,1,efficient,False,,5
operator,OP03,S1,2026-06-29,37.15,14.78,15.63,149.8,0.936,0,7,0.485,1,efficient,False,,4
operator,OP03,S1,2026-07-06,39.22,18.89,15.51,103.78,0.988,1,10,0.517,1,efficient,False,,5
operator,OP03,S1,2026-07-13,36.67,20.21,18.34,89.45,0.979,4,11,0.414,1,efficient,True,"Unusual combination this week: high machine anomalies per 10 h (z +2.5) and low task time vs estimate (z -0.8), unlike any usual pattern.",4
operator,OP03,S1,2026-07-20,39.2,14.87,15.67,140.18,0.974,1,12,0.461,1,efficient,False,,3
operator,OP03,S1,2026-07-27,39.17,20.46,15.22,100.72,1.02,0,9,0.125,1,efficient,False,,7
operator,OP03,S1,2026-08-03,39.2,18.17,15.88,124.11,1.011,0,16,0.287,1,efficient,False,,6
operator,OP03,S1,2026-08-10,41.57,21.53,13.4,74.34,1.025,1,13,-0.06,1,efficient,False,,8
operator,OP03,S1,2026-08-17,37.78,15.01,13.18,154.3,0.958,0,7,0.483,1,efficient,False,,4
operator,OP03,S1,2026-08-24,33.43,16.83,16.07,87.94,1.091,0,7,-0.275,3,low output,False,,8
operator,OP04,S1,2026-06-01,31.3,19.52,34.43,150.32,1.033,0,14,-0.206,2,idle-heavy,False,,9
operator,OP04,S1,2026-06-08,31.28,23.29,34.14,106.29,1.06,0,7,-0.389,2,idle-heavy,False,,10
operator,OP04,S1,2026-06-15,25.53,22.74,36.17,86.55,1.077,0,8,-0.895,2,idle-heavy,False,,10
operator,OP04,S1,2026-06-22,29.08,20.86,37.94,108.48,1.048,0,12,-0.705,2,idle-heavy,False,,10
operator,OP04,S1,2026-06-29,21.27,19.2,33.54,114.26,1.126,0,7,-0.694,2,idle-heavy,False,,9
operator,OP04,S1,2026-07-06,30.88,20.3,35.12,103.62,1.051,0,12,-0.652,2,idle-heavy,False,,9
operator,OP04,S1,2026-07-13,25.33,20.86,33.42,121.78,1.041,0,9,-0.169,2,idle-heavy,False,,9
operator,OP04,S1,2026-07-20,27.08,20.91,31.17,110.22,1.054,0,11,-0.295,2,idle-heavy,False,,9
operator,OP04,S1,2026-07-27,31.77,17.63,32.07,141.66,1.022,0,9,-0.477,2,idle-heavy,False,,9
operator,OP04,S1,2026-08-03,31.17,25.88,34.89,88.4,1.028,0,11,-0.411,2,idle-heavy,False,,9
operator,OP04,S1,2026-08-10,31.07,23.99,35.28,109.44,1.054,0,9,-0.703,2,idle-heavy,False,,10
operator,OP04,S1,2026-08-17,31.43,18.93,34.33,169.72,0.995,0,9,-0.392,2,idle-heavy,False,,9
operator,OP04,S1,2026-08-24,26.7,18.91,32.86,122.66,1.008,1,6,-0.411,2,idle-heavy,False,,10
operator,OP05,S1,2026-06-01,36.97,17.52,22.99,81.56,1.091,0,11,-0.816,3,low output,False,,10
operator,OP05,S1,2026-06-08,37.72,24.92,21.42,42.55,1.056,1,10,-0.34,3,low output,False,,9
operator,OP05,S1,2026-06-15,37.73,21.8,21.39,50.49,1.072,1,17,-0.544,3,low output,False,,9
operator,OP05,S1,2026-06-22,37.73,18.58,21.39,77.92,1.108,0,23,-0.531,3,low output,False,,9
operator,OP05,S1,2026-06-29,35.43,18.81,25.04,75.92,1.1,0,20,-0.907,3,low output,False,,10
operator,OP05,S1,2026-07-06,36.82,18.09,23.3,76.46,1.164,1,13,-0.981,3,low output,False,,10
operator,OP05,S1,2026-07-13,30.67,15.7,23.33,120.33,1.043,1,13,-0.512,3,low output,False,,10
operator,OP05,S1,2026-07-20,37.35,24.06,22.19,53.68,1.091,2,11,-0.599,3,low output,False,,10
operator,OP05,S1,2026-07-27,30.82,17.86,22.96,83.07,1.141,2,11,-0.866,3,low output,False,,10
operator,OP05,S1,2026-08-03,37.97,19.58,20.9,75.86,1.127,1,20,-0.588,3,low output,True,"Unusual combination this week: high task time vs estimate (z +1.5) and high safety events per 10 h (z +1.0), unlike any usual pattern.",10
operator,OP05,S1,2026-08-10,19.6,15.62,21.76,104.34,1.164,0,14,-0.665,3,low output,True,"Unusual combination this week: high task time vs estimate (z +2.2) and high safety events per 10 h (z +1.8), unlike any usual pattern.",9
